id,user_id,status,created_at,solved_at
1358,607,sent,10/20/2021,10/21/2021
1359,376,sent,11/2/2021,11/2/2021
1360,592,sent,11/5/2021,11/5/2021
1361,690,sent,10/25/2021,10/26/2021
1362,675,sent,10/16/2021,10/16/2021
1363,378,sent,11/6/2021,11/6/2021
1364,240,sent,10/23/2021,10/23/2021
1365,489,sent,10/30/2021,10/31/2021
1366,386,sent,10/20/2021,10/21/2021
1367,876,sent,10/21/2021,10/21/2021
1368,198,sent,11/6/2021,11/6/2021
1369,632,sent,11/5/2021,11/6/2021
1370,901,sent,10/17/2021,10/18/2021
1371,801,sent,10/29/2021,10/30/2021
1372,856,sent,11/6/2021,11/8/2021
1373,65,sent,10/18/2021,10/19/2021
1374,887,sent,11/8/2021,11/8/2021
1375,872,sent,10/20/2021,10/20/2021
1376,499,sent,11/14/2021,11/14/2021
1377,451,sent,10/22/2021,10/23/2021
1378,339,sent,11/8/2021,11/8/2021
1379,136,sent,11/4/2021,11/4/2021
1380,520,sent,11/5/2021,11/6/2021
1381,442,sent,10/30/2021,10/30/2021
1382,139,sent,10/24/2021,10/25/2021
1383,561,sent,11/12/2021,11/12/2021
1384,734,sent,10/27/2021,10/27/2021
1385,903,sent,10/30/2021,10/31/2021
1386,886,sent,10/18/2021,10/18/2021
1387,847,sent,10/28/2021,10/28/2021
1388,677,sent,10/22/2021,10/22/2021
1389,480,sent,10/26/2021,10/28/2021
1390,965,sent,11/6/2021,11/6/2021
1391,161,sent,10/25/2021,10/26/2021
1392,375,sent,10/25/2021,10/28/2021
1393,811,sent,10/18/2021,10/19/2021
1394,29,sent,11/15/2021,11/15/2021
1395,393,sent,11/1/2021,11/1/2021
1396,842,sent,11/1/2021,11/1/2021
1397,257,sent,11/4/2021,11/5/2021
1398,361,sent,10/18/2021,10/20/2021
1399,658,sent,11/11/2021,11/11/2021
1400,439,sent,10/18/2021,10/18/2021
1401,511,sent,10/23/2021,10/24/2021
1402,725,sent,10/18/2021,10/19/2021
1403,954,sent,11/8/2021,11/10/2021
1404,973,sent,11/2/2021,11/2/2021
1405,756,sent,10/29/2021,10/29/2021
1406,541,sent,11/10/2021,11/13/2021
1407,180,sent,10/17/2021,10/18/2021
1408,111,sent,10/28/2021,10/28/2021
1409,179,sent,10/25/2021,10/26/2021
1410,215,sent,10/19/2021,10/19/2021
1411,539,sent,10/22/2021,10/22/2021
1412,630,sent,10/24/2021,10/24/2021
1413,847,sent,10/17/2021,10/18/2021
1414,79,sent,11/1/2021,11/2/2021
1415,800,sent,10/18/2021,10/20/2021
1416,983,sent,11/14/2021,11/15/2021
1417,18,sent,11/13/2021,11/13/2021
1418,730,sent,11/9/2021,11/9/2021
1419,102,sent,11/11/2021,11/12/2021
1420,668,sent,11/13/2021,11/13/2021
1421,211,sent,10/19/2021,10/19/2021
1422,657,sent,11/4/2021,11/5/2021
1423,603,sent,10/17/2021,10/17/2021
1424,317,sent,10/20/2021,10/20/2021
1425,552,sent,10/30/2021,10/31/2021
1426,913,sent,11/6/2021,11/8/2021
1427,330,sent,10/22/2021,10/23/2021
1428,460,sent,10/16/2021,10/16/2021
1429,582,sent,10/27/2021,10/30/2021
1430,582,sent,10/31/2021,11/1/2021
1431,212,sent,11/4/2021,11/4/2021
1432,220,sent,10/22/2021,10/24/2021
1433,262,sent,11/3/2021,11/4/2021
1434,620,sent,10/20/2021,10/22/2021
1435,409,sent,10/23/2021,10/23/2021
1436,85,sent,11/8/2021,11/8/2021
1437,393,sent,10/19/2021,10/19/2021
1438,197,sent,10/28/2021,10/28/2021
1439,191,sent,10/21/2021,10/22/2021
1440,949,sent,11/5/2021,11/5/2021
1441,537,sent,10/29/2021,10/29/2021
1442,138,sent,10/26/2021,10/26/2021
1443,324,sent,10/17/2021,10/18/2021
1444,213,sent,10/16/2021,10/17/2021
1445,762,sent,11/1/2021,11/3/2021
1446,573,sent,10/29/2021,10/31/2021
1447,688,sent,11/7/2021,11/7/2021
1448,506,sent,11/15/2021,11/16/2021
1449,91,sent,11/3/2021,11/3/2021
1450,862,sent,11/9/2021,11/10/2021
1451,378,sent,11/14/2021,11/14/2021
1452,263,sent,11/15/2021,11/17/2021
1453,731,sent,11/13/2021,11/13/2021
1454,994,sent,10/16/2021,10/17/2021
1455,181,sent,10/27/2021,10/28/2021
1456,626,sent,11/15/2021,11/16/2021
1457,539,sent,11/14/2021,11/14/2021
1458,281,sent,10/23/2021,10/24/2021
1459,313,sent,10/27/2021,10/29/2021
1460,494,sent,10/29/2021,10/29/2021
1461,198,sent,10/25/2021,10/25/2021
1462,108,sent,11/1/2021,11/1/2021
1463,624,sent,10/31/2021,10/31/2021
1464,488,sent,10/19/2021,10/20/2021
1465,760,sent,11/7/2021,11/8/2021
1466,477,sent,10/20/2021,10/22/2021
1467,341,sent,11/5/2021,11/8/2021
1468,779,sent,10/21/2021,10/21/2021
1469,990,sent,10/30/2021,10/31/2021
1470,229,sent,10/29/2021,10/29/2021
1471,405,sent,10/20/2021,10/20/2021
1472,131,sent,10/22/2021,10/22/2021
1473,92,sent,10/29/2021,10/29/2021
1474,66,sent,11/6/2021,11/6/2021
1475,236,sent,11/16/2021,11/16/2021
1476,740,sent,10/30/2021,10/31/2021
1477,23,sent,11/8/2021,11/8/2021
1478,270,sent,10/17/2021,10/18/2021
1479,383,sent,10/29/2021,10/29/2021
1480,67,sent,10/22/2021,10/22/2021
1481,18,sent,10/29/2021,10/29/2021
1482,929,sent,11/13/2021,11/13/2021
1483,651,sent,10/17/2021,10/18/2021
1484,877,sent,11/11/2021,11/11/2021
1485,212,sent,10/25/2021,10/25/2021
1486,910,sent,11/12/2021,11/15/2021
1487,200,sent,11/3/2021,11/6/2021
1488,829,sent,10/19/2021,10/21/2021
1489,241,sent,11/13/2021,11/13/2021
1490,122,sent,10/24/2021,10/24/2021
1491,578,sent,10/26/2021,10/26/2021
1492,21,sent,10/19/2021,10/19/2021
1493,912,sent,10/21/2021,10/22/2021
1494,115,sent,10/24/2021,10/25/2021
1495,649,sent,11/9/2021,11/9/2021
1496,452,sent,10/30/2021,10/30/2021
1497,332,sent,10/23/2021,10/23/2021
1498,319,sent,10/17/2021,10/18/2021
1499,428,sent,10/19/2021,10/19/2021
1500,876,sent,11/9/2021,11/9/2021
1501,871,sent,11/16/2021,11/18/2021
1502,955,sent,11/3/2021,11/6/2021
1503,477,sent,10/26/2021,10/26/2021
1504,783,sent,10/27/2021,10/29/2021
1505,637,sent,10/22/2021,10/23/2021
1506,378,sent,10/25/2021,10/25/2021
1507,270,sent,10/18/2021,10/19/2021
1508,132,sent,10/29/2021,10/31/2021
1509,415,sent,11/7/2021,11/7/2021
1510,452,sent,10/31/2021,10/31/2021
1511,480,sent,10/17/2021,10/18/2021
1512,557,sent,11/12/2021,11/12/2021
1513,560,sent,11/14/2021,11/14/2021
1514,533,sent,10/30/2021,10/31/2021
1515,904,sent,11/9/2021,11/9/2021
1516,226,sent,10/28/2021,10/28/2021
1517,242,sent,10/21/2021,10/21/2021
1518,908,sent,11/6/2021,11/7/2021
1519,345,sent,11/16/2021,11/16/2021
1520,939,sent,11/6/2021,11/6/2021
1521,472,sent,10/21/2021,10/21/2021
1522,891,sent,10/30/2021,10/31/2021
1523,421,sent,10/29/2021,10/30/2021
1524,978,sent,10/20/2021,10/21/2021
1525,176,sent,11/3/2021,11/4/2021
1526,293,sent,11/5/2021,11/6/2021
1527,961,sent,11/9/2021,11/11/2021
1528,638,sent,11/12/2021,11/12/2021
1529,751,sent,11/9/2021,11/10/2021
1530,448,sent,10/23/2021,10/23/2021
1531,341,sent,11/11/2021,11/11/2021
1532,489,sent,10/25/2021,10/28/2021
1533,698,sent,11/14/2021,11/15/2021
1534,419,sent,10/26/2021,10/26/2021
1535,925,sent,11/16/2021,11/17/2021
1536,436,sent,10/17/2021,10/18/2021
1537,706,sent,10/18/2021,10/18/2021
1538,545,sent,10/19/2021,10/19/2021
1539,865,sent,11/3/2021,11/6/2021
1540,265,sent,11/7/2021,11/10/2021
1541,330,sent,10/25/2021,10/25/2021
1542,443,sent,11/2/2021,11/2/2021
1543,413,sent,10/27/2021,10/27/2021
1544,310,sent,11/3/2021,11/3/2021
1545,773,sent,10/31/2021,11/1/2021
1546,941,sent,11/14/2021,11/15/2021
1547,749,sent,10/30/2021,10/31/2021
1548,510,sent,11/5/2021,11/5/2021
1549,839,sent,10/27/2021,10/28/2021
1550,202,sent,10/18/2021,10/19/2021
1551,306,sent,10/26/2021,10/28/2021
1552,30,sent,11/3/2021,11/4/2021
1553,465,sent,11/15/2021,11/17/2021
1554,327,sent,11/1/2021,11/2/2021
1555,633,sent,10/18/2021,10/19/2021
1556,566,sent,11/14/2021,11/16/2021
1557,828,sent,10/31/2021,10/31/2021
1558,549,sent,10/29/2021,10/29/2021
1559,260,sent,10/21/2021,10/21/2021
1560,437,sent,10/27/2021,10/28/2021
1561,122,sent,10/30/2021,10/31/2021
1562,642,sent,11/5/2021,11/5/2021
1563,436,sent,11/7/2021,11/7/2021
1564,276,sent,10/18/2021,10/18/2021
1565,888,sent,11/5/2021,11/5/2021
1566,467,sent,10/27/2021,10/29/2021
1567,202,sent,10/30/2021,10/30/2021
1568,218,sent,11/11/2021,11/12/2021
1569,856,sent,10/22/2021,10/23/2021
1570,747,sent,10/26/2021,10/28/2021
1571,791,sent,11/10/2021,11/11/2021
1572,188,sent,11/9/2021,11/9/2021
1573,547,sent,10/24/2021,10/24/2021
1574,548,sent,11/8/2021,11/8/2021
1575,627,sent,11/1/2021,11/1/2021
1576,47,sent,10/19/2021,10/19/2021
1577,676,sent,11/5/2021,11/6/2021
1578,316,sent,11/2/2021,11/2/2021
1579,415,sent,10/17/2021,10/17/2021
1580,462,sent,10/18/2021,10/18/2021
1581,356,sent,10/23/2021,10/25/2021
1582,694,sent,11/10/2021,11/11/2021
1583,794,sent,10/26/2021,10/27/2021
1584,517,sent,10/24/2021,10/24/2021
1585,961,sent,11/7/2021,11/7/2021
1586,677,sent,11/15/2021,11/17/2021
1587,774,sent,11/15/2021,11/15/2021
1588,212,sent,11/8/2021,11/9/2021
1589,609,sent,11/4/2021,11/5/2021
1590,388,sent,11/12/2021,11/12/2021
1591,404,sent,11/14/2021,11/15/2021
1592,260,sent,11/2/2021,11/2/2021
1593,660,sent,11/6/2021,11/8/2021
1594,54,sent,11/5/2021,11/6/2021
1595,554,sent,10/24/2021,10/24/2021
1596,351,sent,10/26/2021,10/28/2021
1597,514,sent,11/7/2021,11/7/2021
1598,959,sent,10/16/2021,10/16/2021
1599,25,sent,10/23/2021,10/23/2021
1600,773,sent,11/8/2021,11/8/2021
1601,43,sent,11/13/2021,11/13/2021
1602,897,sent,11/15/2021,11/17/2021
1603,642,sent,10/26/2021,10/27/2021
1604,892,sent,10/19/2021,10/19/2021
1605,779,sent,11/5/2021,11/5/2021
1606,497,sent,11/11/2021,11/12/2021
1607,771,sent,10/31/2021,10/31/2021
1608,915,sent,10/20/2021,10/21/2021
1609,847,sent,11/5/2021,11/5/2021
1610,40,sent,10/25/2021,10/25/2021
1611,967,sent,11/14/2021,11/16/2021
1612,770,sent,11/1/2021,11/1/2021
1613,827,sent,11/7/2021,11/8/2021
1614,592,sent,11/4/2021,11/5/2021
1615,182,sent,10/18/2021,10/19/2021
1616,879,sent,10/16/2021,10/18/2021
1617,499,sent,11/11/2021,11/11/2021
1618,910,sent,10/28/2021,10/28/2021
1619,348,sent,11/7/2021,11/8/2021
1620,97,sent,11/1/2021,11/1/2021
1621,103,sent,10/27/2021,10/27/2021
1622,331,sent,11/10/2021,11/10/2021
1623,632,sent,10/23/2021,10/26/2021
1624,114,sent,10/29/2021,10/30/2021
1625,343,sent,11/7/2021,11/7/2021
1626,333,sent,11/15/2021,11/15/2021
1627,92,sent,11/10/2021,11/11/2021
1628,664,sent,11/7/2021,11/7/2021
1629,821,sent,11/8/2021,11/9/2021
1630,459,sent,10/20/2021,10/20/2021
1631,59,sent,10/23/2021,10/25/2021
1632,325,sent,11/6/2021,11/8/2021
1633,883,sent,11/4/2021,11/5/2021
1634,305,sent,10/22/2021,10/24/2021
1635,181,sent,11/16/2021,11/17/2021
1636,288,sent,10/16/2021,10/16/2021
1637,462,sent,11/8/2021,11/10/2021
1638,605,sent,10/19/2021,10/19/2021
1639,580,sent,11/11/2021,11/13/2021
1640,638,sent,10/27/2021,10/27/2021
1641,771,sent,11/4/2021,11/4/2021
1642,271,sent,11/1/2021,11/1/2021
1643,295,sent,10/27/2021,10/28/2021
1644,806,sent,10/31/2021,10/31/2021
1645,966,sent,11/15/2021,11/16/2021
1646,398,sent,10/19/2021,10/20/2021
1647,223,sent,10/23/2021,10/24/2021
1648,195,sent,11/11/2021,11/14/2021
1649,651,sent,11/13/2021,11/13/2021
1650,781,sent,11/3/2021,11/5/2021
1651,99,sent,10/18/2021,10/19/2021
1652,399,sent,11/12/2021,11/12/2021
1653,686,sent,10/17/2021,10/18/2021
1654,301,sent,11/6/2021,11/8/2021
1655,567,sent,11/14/2021,11/14/2021
1656,208,sent,11/7/2021,11/7/2021
1657,290,sent,11/4/2021,11/4/2021
1658,222,sent,10/16/2021,10/18/2021
1659,8,sent,10/18/2021,10/18/2021
1660,190,sent,11/14/2021,11/14/2021
1661,175,sent,11/4/2021,11/5/2021
1662,862,sent,10/19/2021,10/19/2021
1663,140,sent,10/17/2021,10/18/2021
1664,49,sent,10/24/2021,10/24/2021
1665,152,sent,10/23/2021,10/25/2021
1666,48,sent,11/6/2021,11/6/2021
1667,552,sent,11/4/2021,11/7/2021
1668,314,sent,11/13/2021,11/13/2021
1669,843,sent,11/1/2021,11/1/2021
1670,27,sent,10/26/2021,10/27/2021
1671,384,sent,10/22/2021,10/23/2021
1672,82,sent,10/24/2021,10/24/2021
1673,196,sent,11/13/2021,11/13/2021
1674,5,sent,10/31/2021,11/1/2021
1675,970,sent,10/23/2021,10/24/2021
1676,592,sent,10/30/2021,11/2/2021
1677,938,sent,11/15/2021,11/17/2021
1678,953,sent,11/7/2021,11/7/2021
1679,323,sent,11/15/2021,11/16/2021
1680,970,sent,10/18/2021,10/18/2021
1681,640,sent,10/18/2021,10/20/2021
1682,435,sent,11/9/2021,11/9/2021
1683,982,sent,10/16/2021,10/19/2021
1684,4,sent,10/22/2021,10/23/2021
1685,115,sent,10/18/2021,10/18/2021
1686,76,sent,11/7/2021,11/8/2021
1687,264,sent,11/11/2021,11/13/2021
1688,122,sent,11/7/2021,11/7/2021
1689,509,sent,11/1/2021,11/3/2021
1690,630,sent,10/25/2021,10/25/2021
1691,892,sent,11/9/2021,11/9/2021
1692,411,sent,11/12/2021,11/15/2021
1693,967,sent,11/4/2021,11/4/2021
1694,762,sent,10/23/2021,10/25/2021
1695,695,sent,11/5/2021,11/5/2021
1696,845,sent,11/9/2021,11/10/2021
1697,76,sent,10/23/2021,10/23/2021
1698,74,sent,10/29/2021,10/29/2021
1699,160,sent,10/31/2021,11/1/2021
1700,596,sent,10/21/2021,10/21/2021
1701,574,sent,11/8/2021,11/8/2021
1702,699,sent,11/7/2021,11/8/2021
1703,738,sent,11/4/2021,11/4/2021
1704,380,sent,10/31/2021,11/1/2021
1705,450,sent,11/8/2021,11/10/2021
1706,154,sent,11/1/2021,11/3/2021
1707,700,sent,11/15/2021,11/15/2021
1708,76,sent,10/18/2021,10/19/2021
1709,960,sent,11/15/2021,11/15/2021
1710,688,sent,10/27/2021,10/28/2021
1711,703,sent,10/29/2021,10/29/2021
1712,406,sent,10/23/2021,10/24/2021
1713,78,sent,10/20/2021,10/20/2021
1714,785,sent,10/24/2021,10/26/2021
1715,683,sent,11/6/2021,11/8/2021
1716,715,sent,10/28/2021,10/30/2021
1717,364,sent,10/16/2021,10/16/2021
1718,817,sent,11/8/2021,11/10/2021
1719,412,sent,10/27/2021,10/27/2021
1720,410,sent,10/21/2021,10/21/2021
1721,11,sent,10/25/2021,10/27/2021
1722,172,sent,10/31/2021,11/2/2021
1723,191,sent,11/7/2021,11/8/2021
1724,11,sent,10/30/2021,10/31/2021
1725,959,sent,11/11/2021,11/11/2021
1726,501,sent,10/26/2021,10/28/2021
1727,486,sent,11/12/2021,11/12/2021
1728,102,sent,10/19/2021,10/19/2021
1729,983,sent,10/19/2021,10/20/2021
1730,349,sent,10/21/2021,10/21/2021
1731,709,sent,11/9/2021,11/9/2021
1732,546,sent,11/12/2021,11/14/2021
1733,794,sent,10/28/2021,10/28/2021
1734,501,sent,10/27/2021,10/27/2021
1735,640,sent,10/27/2021,10/27/2021
1736,446,sent,10/27/2021,10/27/2021
1737,99,sent,11/8/2021,11/10/2021
1738,720,sent,10/16/2021,10/16/2021
1739,740,sent,10/26/2021,10/27/2021
1740,713,sent,10/18/2021,10/19/2021
1741,261,sent,10/25/2021,10/25/2021
1742,110,sent,11/14/2021,11/15/2021
1743,294,sent,10/22/2021,10/24/2021
1744,698,sent,11/1/2021,11/2/2021
1745,894,sent,11/13/2021,11/13/2021
1746,581,sent,11/2/2021,11/3/2021
1747,376,sent,10/29/2021,10/31/2021
1748,249,sent,11/4/2021,11/4/2021
1749,413,sent,11/2/2021,11/5/2021
1750,257,sent,11/8/2021,11/10/2021
1751,85,sent,10/18/2021,10/20/2021
1752,148,sent,11/16/2021,11/16/2021
1753,86,sent,11/8/2021,11/8/2021
1754,840,sent,11/3/2021,11/4/2021
1755,505,sent,10/23/2021,10/24/2021
1756,387,sent,11/7/2021,11/9/2021
1757,308,sent,10/31/2021,11/2/2021
1758,614,sent,11/11/2021,11/13/2021
1759,302,sent,10/31/2021,10/31/2021
1760,146,sent,10/17/2021,10/17/2021
1761,120,sent,10/22/2021,10/23/2021
1762,579,sent,11/7/2021,11/9/2021
1763,662,sent,11/14/2021,11/15/2021
1764,33,sent,10/25/2021,10/25/2021
1765,195,sent,10/24/2021,10/26/2021
1766,98,sent,10/25/2021,10/26/2021
1767,514,sent,11/4/2021,11/7/2021
1768,197,sent,10/26/2021,10/26/2021
1769,385,sent,11/7/2021,11/7/2021
1770,156,sent,10/24/2021,10/25/2021
1771,364,sent,11/13/2021,11/13/2021
1772,954,sent,11/6/2021,11/7/2021
1773,959,sent,11/10/2021,11/10/2021
1774,407,sent,10/28/2021,10/29/2021
1775,469,sent,10/20/2021,10/21/2021
1776,562,sent,10/24/2021,10/24/2021
1777,783,sent,11/15/2021,11/17/2021
1778,808,sent,10/27/2021,10/27/2021
1779,573,sent,11/12/2021,11/14/2021
1780,270,sent,11/2/2021,11/4/2021
1781,539,sent,10/27/2021,10/27/2021
1782,988,sent,11/10/2021,11/11/2021
1783,630,sent,11/3/2021,11/4/2021
1784,248,sent,10/23/2021,10/24/2021
1785,862,sent,10/31/2021,11/1/2021
1786,671,sent,10/29/2021,10/29/2021
1787,820,sent,11/1/2021,11/1/2021
1788,81,sent,11/15/2021,11/16/2021
1789,962,sent,11/1/2021,11/1/2021
1790,668,sent,11/8/2021,11/11/2021
1791,394,sent,11/8/2021,11/8/2021
1792,881,sent,10/24/2021,10/24/2021
1793,140,sent,10/22/2021,10/22/2021
1794,871,sent,11/6/2021,11/6/2021
1795,671,sent,10/20/2021,10/20/2021
1796,634,sent,10/26/2021,10/28/2021
1797,897,sent,10/20/2021,10/21/2021
1798,573,sent,10/20/2021,10/20/2021
1799,242,sent,11/4/2021,11/5/2021
1800,671,sent,10/25/2021,10/25/2021
1801,983,sent,11/14/2021,11/15/2021
1802,256,sent,10/30/2021,11/1/2021
1803,299,sent,11/14/2021,11/16/2021
1804,348,sent,10/31/2021,10/31/2021
1805,919,sent,10/20/2021,10/22/2021
1806,85,sent,10/27/2021,10/28/2021
1807,159,sent,10/19/2021,10/19/2021
1808,197,sent,11/14/2021,11/16/2021
1809,354,sent,11/13/2021,11/14/2021
1810,989,sent,10/22/2021,10/23/2021
1811,306,sent,10/17/2021,10/20/2021
1812,442,sent,10/27/2021,10/28/2021
1813,688,sent,10/23/2021,10/23/2021
1814,142,sent,11/10/2021,11/10/2021
1815,481,sent,11/16/2021,11/16/2021
1816,505,sent,10/23/2021,10/24/2021
1817,419,sent,10/26/2021,10/26/2021
1818,124,sent,10/23/2021,10/23/2021
1819,627,sent,10/18/2021,10/18/2021
1820,484,sent,10/19/2021,10/19/2021
1821,109,sent,11/6/2021,11/6/2021
1822,198,sent,11/7/2021,11/10/2021
1823,820,sent,10/21/2021,10/21/2021
1824,181,sent,11/14/2021,11/16/2021
1825,706,sent,11/16/2021,11/17/2021
1826,482,sent,10/21/2021,10/22/2021
1827,740,sent,10/18/2021,10/19/2021
1828,696,sent,10/25/2021,10/25/2021
1829,297,sent,10/25/2021,10/25/2021
1830,673,sent,10/27/2021,10/27/2021
1831,427,sent,11/12/2021,11/14/2021
1832,818,sent,11/11/2021,11/13/2021
1833,5,sent,10/28/2021,10/28/2021
1834,400,sent,11/9/2021,11/10/2021
1835,823,sent,11/11/2021,11/12/2021
1836,721,sent,11/14/2021,11/14/2021
1837,579,sent,11/3/2021,11/4/2021
1838,672,sent,11/9/2021,11/9/2021
1839,108,sent,10/26/2021,10/26/2021
1840,829,sent,10/24/2021,10/24/2021
1841,362,sent,11/7/2021,11/7/2021
1842,808,sent,10/31/2021,10/31/2021
1843,373,sent,10/29/2021,10/30/2021
1844,941,sent,11/8/2021,11/8/2021
1845,608,sent,11/4/2021,11/5/2021
1846,532,sent,11/11/2021,11/13/2021
1847,739,sent,10/20/2021,10/22/2021
1848,61,sent,11/9/2021,11/10/2021
1849,557,sent,11/8/2021,11/10/2021
1850,398,sent,11/4/2021,11/5/2021
1851,767,sent,11/3/2021,11/5/2021
1852,256,sent,10/22/2021,10/22/2021
1853,52,sent,10/28/2021,10/31/2021
1854,2,sent,11/7/2021,11/7/2021
1855,546,sent,10/17/2021,10/18/2021
1856,248,sent,10/19/2021,10/20/2021
1857,80,sent,11/4/2021,11/6/2021
1858,20,sent,10/30/2021,10/31/2021
1859,443,sent,10/20/2021,10/23/2021
1860,724,sent,11/10/2021,11/13/2021
1861,347,sent,10/18/2021,10/18/2021
1862,930,sent,10/20/2021,10/20/2021
1863,984,sent,11/7/2021,11/7/2021
1864,470,sent,11/9/2021,11/10/2021
1865,578,sent,11/5/2021,11/6/2021
1866,634,sent,10/27/2021,10/27/2021
1867,68,sent,10/20/2021,10/20/2021
1868,328,sent,11/3/2021,11/6/2021
1869,830,sent,10/17/2021,10/18/2021
1870,368,sent,11/5/2021,11/7/2021
1871,286,sent,11/15/2021,11/16/2021
1872,204,sent,11/1/2021,11/1/2021
1873,980,sent,11/6/2021,11/6/2021
1874,832,sent,10/21/2021,10/21/2021
1875,480,sent,10/24/2021,10/25/2021
1876,402,sent,11/8/2021,11/8/2021
1877,202,sent,10/31/2021,10/31/2021
1878,236,sent,10/29/2021,10/29/2021
1879,165,sent,10/17/2021,10/18/2021
1880,218,sent,11/10/2021,11/11/2021
1881,584,sent,11/5/2021,11/6/2021
1882,994,sent,10/29/2021,10/31/2021
1883,379,sent,10/21/2021,10/22/2021
1884,933,sent,11/11/2021,11/11/2021
1885,646,sent,11/12/2021,11/12/2021
1886,549,sent,11/3/2021,11/3/2021
1887,961,sent,11/15/2021,11/15/2021
1888,541,sent,11/6/2021,11/7/2021
1889,182,sent,10/21/2021,10/22/2021
1890,192,sent,10/26/2021,10/28/2021
1891,853,sent,11/8/2021,11/8/2021
1892,839,sent,11/6/2021,11/6/2021
1893,667,sent,11/9/2021,11/11/2021
1894,842,sent,11/11/2021,11/11/2021
1895,400,sent,11/15/2021,11/16/2021
1896,473,sent,10/31/2021,10/31/2021
1897,432,sent,10/31/2021,10/31/2021
1898,837,sent,10/21/2021,10/21/2021
1899,617,sent,11/8/2021,11/8/2021
1900,256,sent,10/24/2021,10/24/2021
1901,478,sent,10/18/2021,10/18/2021
1902,202,sent,10/31/2021,11/1/2021
1903,886,sent,10/30/2021,10/30/2021
1904,92,sent,11/5/2021,11/5/2021
1905,761,sent,10/19/2021,10/19/2021
1906,949,sent,10/20/2021,10/20/2021
1907,703,sent,10/25/2021,10/25/2021
1908,901,sent,11/13/2021,11/14/2021
1909,738,sent,11/16/2021,11/16/2021
1910,862,sent,11/7/2021,11/8/2021
1911,271,sent,10/27/2021,10/27/2021
1912,942,sent,10/16/2021,10/17/2021
1913,910,sent,10/29/2021,10/29/2021
1914,813,sent,11/7/2021,11/7/2021
1915,716,sent,11/10/2021,11/10/2021
1916,962,sent,11/13/2021,11/14/2021
1917,597,sent,11/9/2021,11/9/2021
1918,332,sent,11/3/2021,11/3/2021
1919,753,sent,11/16/2021,11/17/2021
1920,968,sent,10/30/2021,11/2/2021
1921,790,sent,10/27/2021,10/28/2021
1922,253,sent,10/27/2021,10/27/2021
1923,205,sent,10/31/2021,10/31/2021
1924,634,sent,10/30/2021,11/1/2021
1925,947,sent,10/22/2021,10/23/2021
1926,469,sent,10/31/2021,10/31/2021
1927,916,sent,10/19/2021,10/19/2021
1928,586,sent,11/13/2021,11/13/2021
1929,301,sent,11/7/2021,11/8/2021
1930,388,sent,10/30/2021,10/30/2021
1931,892,sent,10/17/2021,10/17/2021
1932,105,sent,11/1/2021,11/1/2021
1933,953,sent,11/3/2021,11/4/2021
1934,185,sent,10/20/2021,10/21/2021
1935,928,sent,11/3/2021,11/3/2021
1936,621,sent,11/7/2021,11/7/2021
1937,859,sent,11/16/2021,11/16/2021
1938,211,sent,10/17/2021,10/17/2021
1939,279,sent,10/30/2021,10/30/2021
1940,427,sent,11/11/2021,11/12/2021
1941,801,sent,10/18/2021,10/18/2021
1942,244,sent,11/6/2021,11/7/2021
1943,107,sent,11/6/2021,11/7/2021
1944,453,sent,11/15/2021,11/16/2021
1945,392,sent,10/16/2021,10/16/2021
1946,654,sent,11/2/2021,11/2/2021
1947,451,sent,11/1/2021,11/1/2021
1948,103,sent,11/9/2021,11/9/2021
1949,711,sent,10/22/2021,10/22/2021
1950,712,sent,11/8/2021,11/9/2021
1951,626,sent,10/19/2021,10/19/2021
1952,790,sent,10/30/2021,10/30/2021
1953,450,sent,10/23/2021,10/24/2021
1954,534,sent,11/3/2021,11/4/2021
1955,166,sent,10/27/2021,10/27/2021
1956,743,sent,10/31/2021,10/31/2021
1957,813,sent,10/31/2021,10/31/2021
1958,559,sent,10/18/2021,10/18/2021
1959,549,sent,11/7/2021,11/7/2021
1960,459,sent,11/4/2021,11/6/2021
1961,942,sent,11/11/2021,11/12/2021
1962,459,sent,11/8/2021,11/8/2021
1963,175,sent,11/4/2021,11/4/2021
1964,870,sent,10/21/2021,10/22/2021
1965,90,sent,11/14/2021,11/14/2021
1966,824,sent,10/18/2021,10/19/2021
1967,346,sent,10/16/2021,10/18/2021
1968,718,sent,10/31/2021,11/1/2021
1969,81,sent,11/6/2021,11/7/2021
1970,878,sent,11/8/2021,11/8/2021
1971,893,sent,10/16/2021,10/19/2021
1972,499,sent,10/27/2021,10/28/2021
1973,186,sent,10/30/2021,10/31/2021
1974,751,sent,11/12/2021,11/12/2021
1975,25,sent,10/20/2021,10/20/2021
1976,455,sent,11/8/2021,11/8/2021
1977,925,sent,11/11/2021,11/11/2021
1978,503,sent,11/14/2021,11/16/2021
1979,542,sent,11/3/2021,11/5/2021
1980,674,sent,11/14/2021,11/16/2021
1981,792,sent,10/18/2021,10/19/2021
1982,933,sent,11/10/2021,11/11/2021
1983,40,sent,10/29/2021,10/29/2021
1984,286,sent,11/5/2021,11/5/2021
1985,513,sent,10/28/2021,10/28/2021
1986,84,sent,11/6/2021,11/9/2021
1987,502,sent,11/2/2021,11/3/2021
1988,117,sent,11/7/2021,11/7/2021
1989,757,sent,11/14/2021,11/14/2021
1990,968,sent,10/21/2021,10/21/2021
1991,673,sent,10/19/2021,10/20/2021
1992,927,sent,11/4/2021,11/6/2021
